office,town,candidate,party,votes,vote_percent
Non Partisan Representative Town Meeting District VI,statewide,Marie A. Handler,NonP,326,8.89%
Non Partisan Representative Town Meeting District VI,statewide,Susan R. Lauritzen,NonP,302,8.24%
Non Partisan Representative Town Meeting District VI,statewide,Susannah E.W. Lewis,NonP,319,8.70%
Non Partisan Representative Town Meeting District VI,statewide,Martha Caroline Luz,NonP,342,9.33%
Non Partisan Representative Town Meeting District VI,statewide,Emily Quinn McDermott,NonP,340,9.27%
Non Partisan Representative Town Meeting District VI,statewide,Peter P. Orphanos,NonP,323,8.81%
Non Partisan Representative Town Meeting District VI,statewide,Shannon Silsby,NonP,355,9.68%
Non Partisan Representative Town Meeting District VI,statewide,Gary C. Swenson,NonP,341,9.30%
Non Partisan Representative Town Meeting District VI,statewide,"William R. Van Loan, Jr.",NonP,339,9.25%
Non Partisan Representative Town Meeting District VI,statewide,Theresa C. Vogt,NonP,346,9.44%
3rd Taxing District Commissioner,statewide,Pamela Parkington,D,760,59.42%
3rd Taxing District Commissioner,statewide,Charles Yost,R,519,40.58%
Councilman,statewide,Myron Johnson,D,1470,12.36%
Councilman,statewide,James Demetriades,D,1477,12.42%
Councilman,statewide,Richard Waters,D,1242,10.44%
Councilman,statewide,Allan Waters,D,1570,13.20%
Councilman,statewide,Richard R. Newton,R,1443,12.13%
Councilman,statewide,Allan D. Spotts,R,1370,11.52%
Councilman,statewide,Samantha C. Slade,R,1900,15.98%
Councilman,statewide,"Frank C. Emanuele, Jr.",R,1421,11.95%
Inland Wetlands Commission Alternate,statewide,William Jenkins,R,312,100.00%
Representative Town Meeting District V,statewide,Josh Garskof,D,0,0.00%
Representative Town Meeting District V,statewide,Joseph Siebert,D,0,0.00%
Representative Town Meeting District V,statewide,Ruth Smey,D,0,0.00%
Representative Town Meeting District V,statewide,Jay Wolk,D,0,0.00%
Representative Town Meeting District V,statewide,Andrew G. Semmel,R,0,0.00%
Representative Town Meeting District V,statewide,Carol J. Way,R,0,0.00%
Representative Town Meeting District V,statewide,Roger V. Autuori,R,0,0.00%
Representative Town Meeting District V,statewide,Sally Connolly,R,0,0.00%
Police Commissioners To Fill Vacancy for Two Years,statewide,Albert E Coburn Jr,D,1064,45.03%
Police Commissioners To Fill Vacancy for Two Years,statewide,George Robinson,R,1299,54.97%
Planning & Zoning District #4 (to fill vacancy) Two Year,statewide,Nancy Austin,D,1486,100.00%
3rd Taxing District Treasurer,statewide,Johnnie Mae Weldon,D,679,54.76%
3rd Taxing District Treasurer,statewide,Vincenzo Capozzoli,R,561,45.24%
Selectmen,statewide,Patrick McCarthy,D,768,58.27%
Selectmen,statewide,Pam Lewerenz,R,550,41.73%
Planning & Zoning Board District #5,statewide,Carl Moore,D,1181,55.06%
Planning & Zoning Board District #5,statewide,Edward Mead,R,964,44.94%
Library Board of Trustees,statewide,Diane Cox,D,291,35.93%
Library Board of Trustees,statewide,Leslie Ricklin,D,285,35.19%
Library Board of Trustees,statewide,Victor Boomer,R,234,28.89%
Representative Town Meeting District VI,statewide,Steve M. Berecz,D,0,0.00%
Representative Town Meeting District VI,statewide,Pamela Jones,D,0,0.00%
Representative Town Meeting District VI,statewide,Matt Ambrose,D,0,0.00%
Representative Town Meeting District VI,statewide,Hannah Gale,D,0,0.00%
Representative Town Meeting District VI,statewide,Jason Li,R,0,0.00%
Representative Town Meeting District VI,statewide,Shannon P. Bowley,R,0,0.00%
Representative Town Meeting District VI,statewide,Matt Boland,R,0,0.00%
Representative Town Meeting District VI,statewide,Raymond Neuberger,R,0,0.00%
6th Taxing District Commissioner,statewide,Michael Barbis,D,792,100.00%
Aldermen 1st Ward,statewide,Edward J. Adamowski,D,201,20.49%
Aldermen 1st Ward,statewide,James J. Malloy,D,211,21.51%
Aldermen 1st Ward,statewide,Randolph F. Carroll,R,289,29.46%
Aldermen 1st Ward,statewide,Charles Stowe,R,280,28.54%
Representative Town Meeting District VII,statewide,Mark A. McDermott,D,0,0.00%
Representative Town Meeting District VII,statewide,Jill Vergara,D,0,0.00%
Representative Town Meeting District VII,statewide,Lauren Bove,D,0,0.00%
Representative Town Meeting District VII,statewide,Karen Wackerman,D,0,0.00%
Representative Town Meeting District VII,statewide,Alex Plitsas,R,0,0.00%
Representative Town Meeting District VII,statewide,Thomas Keane,R,0,0.00%
Representative Town Meeting District VII,statewide,Tom McCarthy,R,0,0.00%
Representative Town Meeting District VII,statewide,Michael R. Mears,R,0,0.00%
6th Taxing District Treasurer,statewide,James Hendrickson,R,639,100.00%
Representative Town Meeting District VIII,statewide,Rip Littig,D,0,0.00%
Representative Town Meeting District VIII,statewide,Kerry Berchem,D,0,0.00%
Representative Town Meeting District VIII,statewide,Nhi Tran,D,0,0.00%
Representative Town Meeting District VIII,statewide,Susan Burstein,D,0,0.00%
Representative Town Meeting District VIII,statewide,Pamela Iacono,R,0,0.00%
Representative Town Meeting District VIII,statewide,Peter Tallman,R,0,0.00%
Representative Town Meeting District VIII,statewide,Christine Messina,R,0,0.00%
Representative Town Meeting District VIII,statewide,Francis (Hank) Ference,R,0,0.00%
Town Council,statewide,Mary K McGrattan,D,1486,10.21%
Town Council,statewide,S. Naomi Rodriguez,D,1332,9.15%
Town Council,statewide,Bill Saums,D,1591,10.93%
Town Council,statewide,Tony Sabilia,D,1373,9.43%
Town Council,statewide,Linda Davis,R,1649,11.33%
Town Council,statewide,Kevin Dombrowski,R,1442,9.91%
Town Council,statewide,Andra Ingalls,R,1399,9.61%
Town Council,statewide,Tom Malone,R,1379,9.48%
Town Council,statewide,John Marshall,R,1425,9.79%
Town Council,statewide,Steve Eichelberg,R,1477,10.15%
Representative Town Meeting District IX,statewide,Margaret Horton,D,0,0.00%
Representative Town Meeting District IX,statewide,Trevor Crow Mullineaux,D,0,0.00%
Representative Town Meeting District IX,statewide,Andrew Chase Gausepohl,D,0,0.00%
Representative Town Meeting District IX,statewide,Dru Georgiadis,D,0,0.00%
Representative Town Meeting District IX,statewide,Brian Farnen,R,0,0.00%
Representative Town Meeting District IX,statewide,Clifford Smith,R,0,0.00%
Representative Town Meeting District IX,statewide,Dorene Herron,R,0,0.00%
Representative Town Meeting District IX,statewide,Bill Perugini,R,0,0.00%
Representative Town Meeting District X,statewide,Greg Alprin,D,0,0.00%
Representative Town Meeting District X,statewide,Lisa Winjum,D,0,0.00%
Representative Town Meeting District X,statewide,Laura Karson,D,0,0.00%
Representative Town Meeting District X,statewide,Kevin J. Lennon,D,0,0.00%
Representative Town Meeting District X,statewide,Michael D. Herley,R,0,0.00%
Representative Town Meeting District X,statewide,Frank W. Petise,R,0,0.00%
Representative Town Meeting District X,statewide,Samuel W. Cargill,R,0,0.00%
Representative Town Meeting District X,statewide,Eric Sundman,R,0,0.00%
Mayor,statewide,Irene Masse',WE,291,3.61%
Mayor,statewide,Kevin M. Scarpati,D,4394,54.52%
Mayor,statewide,Irene Masse',R,3148,39.06%
Mayor,statewide,Ernestine Holloway,PC,227,2.82%
Planning and Zoning Commission,statewide,Steven M. Kovach,D,2804,19.39%
Planning and Zoning Commission,statewide,Stephen H. Devoto,D,3153,21.80%
Planning and Zoning Commission,statewide,Nicholas Ficaro,D,2661,18.40%
Planning and Zoning Commission,statewide,Nick Fazzino,R,2163,14.96%
Planning and Zoning Commission,statewide,Anthony R. J. Moran,R,1663,11.50%
Planning and Zoning Commission,statewide,Corrine Dorsey,R,2017,13.95%
Town Council Members,statewide,JoAnn Angelico-Stetson,D,2276,11.58%
Town Council Members,statewide,Peter Rosso,D,2547,12.96%
Town Council Members,statewide,Karen A. Pagliaro,D,2470,12.57%
Town Council Members,statewide,Brenden Luddy,R,2826,14.38%
Town Council Members,statewide,Amy Maier Daniele,R,2773,14.11%
Town Council Members,statewide,Alex Giannone,R,2738,13.93%
Town Council Members,statewide,Charles Paonessa,R,2697,13.73%
Town Council Members,statewide,Craig M. Lentini,PC,1323,6.73%
First Selectman,statewide,John Samperi,KCP,188,8.43%
First Selectman,statewide,Catherine Iino,D,1107,49.62%
First Selectman,statewide,Fred Dudek,R,936,41.95%
Selectman,statewide,Khris Hall,D,2102,56.76%
Selectman,statewide,Kim Hanson,R,1601,43.24%
Selectman,statewide,Eric B. Claman Sr.,D,1099,47.70%
Selectman,statewide,Alesia Kennerson,R,1205,52.30%
Town Council,statewide,Michael T. Sennello,LI,1502,3.09%
Town Council,statewide,Lisa C. Hida,D,3666,7.54%
Town Council,statewide,John Kane,D,2866,5.90%
Town Council,statewide,Mary Jane Lundgren,D,3336,6.86%
Town Council,statewide,Jessica L. Richardson,D,2985,6.14%
Town Council,statewide,Frank Wargo,D,2868,5.90%
Town Council,statewide,Peter Mullen,D,3451,7.10%
Town Council,statewide,Walter M. Bayer,D,3350,6.89%
Town Council,statewide,Douglas Skelly,R,3426,7.05%
Town Council,statewide,Katy Francis,R,4259,8.76%
Town Council,statewide,Paul Szymanski,R,3770,7.76%
Town Council,statewide,Thomas Esposito,R,3848,7.92%
Town Council,statewide,Michael Gold,R,3732,7.68%
Town Council,statewide,Michael Nahom,R,4037,8.31%
Town Council,statewide,Joseph A. Degregorio,PC,1513,3.11%
Selectman,statewide,Paul Davis,D,2045,14.41%
Selectman,statewide,Jen Alfaro,D,1732,12.21%
Selectman,statewide,Mitchell R. Goldblatt,D,2481,17.49%
Selectman,statewide,Judy W. Williams,R,2696,19.00%
Selectman,statewide,Ralph Okenquist,R,2716,19.14%
Selectman,statewide,John Carangelo,R,2519,17.75%
Selectman,statewide,"Jeffrey J. Haney, Sr.",R,2797,100.00%
Councilman At Large,statewide,Remie C. Ferreira,D,522,4.15%
Councilman At Large,statewide,Christine A. Judd,D,480,3.82%
Councilman At Large,statewide,"Peter A. Gianesini, Sr.",D,557,4.43%
Councilman At Large,statewide,Joseph M. Green,D,602,4.79%
Councilman At Large,statewide,Lynn B. Rugh,D,456,3.62%
Councilman At Large,statewide,John Pajeski,R,1381,10.98%
Councilman At Large,statewide,Roxanne McCann,R,1471,11.69%
Councilman At Large,statewide,Sue Murawski,R,1597,12.69%
Councilman At Large,statewide,Tom Zagurski,R,1615,12.84%
Councilman At Large,statewide,Dan Gentile,R,1626,12.93%
Councilman At Large,statewide,Janet M Olmstead,PC,597,4.75%
Councilman At Large,statewide,Brian Dunn,PC,594,4.72%
Councilman At Large,statewide,Connie Kapralos,PC,520,4.13%
Councilman At Large,statewide,Christopher M. Simo-Kinzer,PC,562,4.47%
Selectmen,statewide,Owen A. Tarr,D,730,10.83%
Selectmen,statewide,J. Scott Pempek,D,812,12.05%
Selectmen,statewide,Alma D. Morey,D,718,10.65%
Selectmen,statewide,Renee C. Lasko,D,626,9.29%
Selectmen,statewide,Donald Steinbrick,R,881,13.07%
Selectmen,statewide,Roy Simmons,R,855,12.69%
Selectmen,statewide,Ricky Hayes,R,1040,15.43%
Selectmen,statewide,Jeffrey A. Rawson,R,1077,15.98%
Board of Finance To Fill Vacancy for Two Years,statewide,Amy Macartney Freidenrich,D,2772,57.27%
Board of Finance To Fill Vacancy for Two Years,statewide,Dick Moccia,R,2068,42.73%
Selectman,statewide,Rodney E. Perry,D,127,33.07%
Selectman,statewide,Clare D. D'Appollonio,R,206,53.65%
Selectman,statewide,Michael Smardon,WI,51,13.28%
Town Clerk,statewide,Joan Ahlquist,D,2349,100.00%
Town Treasurer,statewide,Cheryl A. Grist,D,769,58.84%
Town Treasurer,statewide,Cheryl A. Grist,R,538,41.16%
Aldermen 2nd Ward,statewide,Shain D. Edmonds,D,209,23.09%
Aldermen 2nd Ward,statewide,Lorie R. Vaccaro,R,259,28.62%
Aldermen 2nd Ward,statewide,Philip M. Tripp,R,336,37.13%
Aldermen 2nd Ward,statewide,"Harry R. Danley, Jr.",PC,101,11.16%
Board of Education,statewide,Janis Vajdos,D,1234,8.64%
Board of Education,statewide,Kate DiPalma-Herb,D,1282,8.98%
Board of Education,statewide,Stephanie Calhoun,D,1430,10.01%
Board of Education,statewide,Gordon Strickland,D,1319,9.24%
Board of Education,statewide,Anthony Favry,R,1463,10.24%
Board of Education,statewide,Mike Brawner,R,1410,9.87%
Board of Education,statewide,Jesse James,R,1279,8.96%
Board of Education,statewide,Brittney Hedges,R,1387,9.71%
Board of Education,statewide,Robert Guerrera,R,1326,9.29%
Board of Education,statewide,William J. Snyder Jr,R,1293,9.05%
Board of Education,statewide,George P. Hosy,PC,858,6.01%
Planning and Zoning Commission Alternate,statewide,Amy Albert,D,2956,61.74%
Planning and Zoning Commission Alternate,statewide,Tyrell J. Brown,R,1832,38.26%
Board of Finance Four Year Term,statewide,Gerald P. Paradis,D,2673,30.96%
Board of Finance Four Year Term,statewide,Sal Bordonaro,R,3113,36.05%
Board of Finance Four Year Term,statewide,Sam Lomaglio,R,2849,32.99%
Selectmen,statewide,George Hedrick,KCP,359,12.37%
Selectmen,statewide,Louis C. Annino Jr.,D,1326,45.68%
Selectmen,statewide,Nancy Gorski,R,1218,41.96%
Town Clerk,statewide,Pamela J. Dohan,D,1761,49.07%
Town Clerk,statewide,Pamela J. Dohan,R,1828,50.93%
Town Clerk,statewide,Donna LaPlante,D,1658,100.00%
Board of Finance,statewide,Jeff S. Winter,D,2860,15.45%
Board of Finance,statewide,Korey R. Linder,D,2537,13.70%
Board of Finance,statewide,Andy Grossman,D,2864,15.47%
Board of Finance,statewide,Beth Falder,R,3665,19.80%
Board of Finance,statewide,Walter O'Connor,R,3399,18.36%
Board of Finance,statewide,Trevor Herbest,R,3187,17.22%
Town Clerk,statewide,Patrick B. O'Sullivan,D,3480,100.00%
Town Clerk,statewide,Margaret A. West,D,915,27.63%
Town Clerk,statewide,Margaret A. West,R,2397,72.37%
Town Clerk,statewide,Barbara K. Rockwell,R,2216,100.00%
Town Clerk,statewide,Sara J. Seney,D,801,48.19%
Town Clerk,statewide,Sara J. Seney,R,861,51.81%
Councilman Area 1,statewide,Beth Bryan,WE,54,5.17%
Councilman Area 1,statewide,Miguel Castro,D,711,68.04%
Councilman Area 1,statewide,Beth Bryan,R,280,26.79%
Board of Education,statewide,Steven A. Kurcinik Jr.,D,240,50.63%
Board of Education,statewide,Brynn J. Lipstreu,D,234,49.37%
Board of Education Full Four Year Term,statewide,Doug Silver,D,2880,15.84%
Board of Education Full Four Year Term,statewide,Margaret Stamatis,D,3057,16.81%
Board of Education Full Four Year Term,statewide,Kathleen Holz,D,2934,16.14%
Board of Education Full Four Year Term,statewide,Carina Borgia-Drake,D,2615,14.38%
Board of Education Full Four Year Term,statewide,David Cordisco,R,2196,12.08%
Board of Education Full Four Year Term,statewide,Kaitlyn Hayes,R,2397,13.18%
Board of Education Full Four Year Term,statewide,Scott Preston,R,2103,11.57%
Tax Collector,statewide,Charles R. Epstein,D,1094,36.01%
Tax Collector,statewide,Dougals A. Sienna,R,1944,63.99%
Board of Finance,statewide,Dayna Flath,D,851,36.63%
Board of Finance,statewide,Debra Thompson,D,781,33.62%
Board of Finance,statewide,Elizabeth Cartier,R,691,29.75%
Aldermen 3rd Ward,statewide,"Gary F. Farrar, Jr.",D,179,18.88%
Aldermen 3rd Ward,statewide,Jason R. St Jacques,D,190,20.04%
Aldermen 3rd Ward,statewide,Joseph Cassetti,R,299,31.54%
Aldermen 3rd Ward,statewide,Domenico Filippone,R,280,29.54%
Board of Finance Two Year Term,statewide,Mark Holmes,D,2626,32.39%
Board of Finance Two Year Term,statewide,John M. Richards,D,2446,30.17%
Board of Finance Two Year Term,statewide,Kevin Guite,R,3035,37.44%
Town Clerk,statewide,Dawn Rees Mooney,D,1126,53.82%
Town Clerk,statewide,Dawn Rees Mooney,R,966,46.18%
Town Treasurer,statewide,Philip A. Cammarano,D,1778,49.90%
Town Treasurer,statewide,Philip A. Cammarano,R,1785,50.10%
Town Treasurer,statewide,Gordon Ross,R,1658,100.00%
Board of Education,statewide,Eileen P. Monaghan,D,3983,23.32%
Board of Education,statewide,Wendy Faulenbach,R,4519,26.46%
Board of Education,statewide,Joseph B. Failla,R,4261,24.95%
Board of Education,statewide,Angie Chastain,R,4315,25.27%
Tax Collector,statewide,Kristin Zanjani,D,1794,37.40%
Tax Collector,statewide,Sandra Pierson,R,3003,62.60%
Town Treasurer,statewide,"Michael F. Angelini, Sr.",R,2839,100.00%
Town Treasurer,statewide,David Mischke,R,2187,100.00%
Board of Finance,statewide,Conor Duffy,D,1130,48.79%
Board of Finance,statewide,Richard C. Place,D,1186,51.21%
Board of Education To Fill Vacancy for Two Years,statewide,Carina Borgia-Drake,D,3019,51.72%
Board of Education To Fill Vacancy for Two Years,statewide,Sharon D'Orso,R,2818,48.28%
Councilman Area 2,statewide,Josh Broekstra,WE,92,4.62%
Councilman Area 2,statewide,Larue A. Graham,D,1044,52.46%
Councilman Area 2,statewide,Josh Broekstra,R,854,42.91%
Board of Assessment Appeals,statewide,Peter Reardon,R,303,100.00%
Board of Finance Full Term,statewide,Joseph E. Corlis,D,1521,29.19%
Board of Finance Full Term,statewide,Amanda Drew,R,2043,39.21%
Board of Finance Full Term,statewide,Steve Wygonowski,R,1647,31.61%
Board of Education Full Term,statewide,Leigh Grossman,D,731,28.47%
Board of Education Full Term,statewide,Valerie May,D,794,30.92%
Board of Education Full Term,statewide,Whitney Bundy,R,544,21.18%
Board of Education Full Term,statewide,Brent Tuttle,R,499,19.43%
Aldermen 4th Ward,statewide,Richard J. Kaslaitis III,R,124,27.25%
Aldermen 4th Ward,statewide,"Martin John Dempsey, II",R,181,39.78%
Aldermen 4th Ward,statewide,Edward C. Norman,PC,60,13.19%
Aldermen 4th Ward,statewide,Raymond Knott,PC,90,19.78%
Board of Assessment Appeals,statewide,Stuart Topliff,D,1886,43.12%
Board of Assessment Appeals,statewide,John Frink,R,2488,56.88%
Town Treasurer,statewide,Claudette Lagasse,D,1101,52.91%
Town Treasurer,statewide,Claudette Lagasse,R,980,47.09%
Tax Collector,statewide,Kerrie Hess Greening,D,1787,50.21%
Tax Collector,statewide,Kerrie Hess Greening,R,1772,49.79%
Tax Collector,statewide,Linda Sheffield,D,1719,100.00%
Board of Assessment Appeals Full Term,statewide,George Barnett,D,4011,100.00%
Board of Finance,statewide,Shirley Fiedler,D,1867,13.38%
Board of Finance,statewide,Stuart Crystal,D,1747,12.52%
Board of Finance,statewide,P.J. Shanley,D,2269,16.27%
Board of Finance,statewide,Joseph P. Nuzzo,R,2901,20.80%
Board of Finance,statewide,Patricia S. Romano,R,2724,19.53%
Board of Finance,statewide,Robert S. Bocek,R,2441,17.50%
Board of Finance,statewide,John Powers,D,1203,13.91%
Board of Finance,statewide,"Jeffrey E. Grant, Sr.",R,2454,28.38%
Board of Finance,statewide,Jack Kiley,R,2384,27.57%
Board of Finance,statewide,Paula Jensen,R,2605,30.13%
Tax Collector,statewide,Joe Kilduff,R,1728,68.17%
Tax Collector,statewide,Janet Laviero,PC,807,31.83%
Board of Finance Alternate,statewide,Maura Higginson,D,1171,100.00%
Councilman Area 3,statewide,Dan Brunet,WE,110,4.52%
Councilman Area 3,statewide,Michael P. Reynolds,WF,75,3.08%
Councilman Area 3,statewide,Michael P. Reynolds,D,981,40.30%
Councilman Area 3,statewide,Dan Brunet,R,1268,52.10%
Planning and Zoning Commission,statewide,George R. Perry,D,244,34.91%
Planning and Zoning Commission,statewide,Gary Greenberg,D,227,32.47%
Planning and Zoning Commission,statewide,Jeffrey A. Jakubowski,D,228,32.62%
Board of Assessment Appeals Full Four Year Term,statewide,Anne Cutter,D,3045,36.45%
Board of Assessment Appeals Full Four Year Term,statewide,Jeff Lundberg,D,2923,34.99%
Board of Assessment Appeals Full Four Year Term,statewide,Robert Jewell,R,2386,28.56%
Board of Finance To Fill Vacancy for Two Years,statewide,"Edwin J. Maley, Jr.",D,2124,100.00%
Board of Education To Fill Vacancy for Two Years,statewide,Sara DiIorio,D,741,57.04%
Board of Education To Fill Vacancy for Two Years,statewide,Anthony J. Emilio,R,558,42.96%
Aldermen 5th Ward,statewide,Seannea E. Raslan,D,184,20.24%
Aldermen 5th Ward,statewide,Chicago R. Rivers,R,271,29.81%
Aldermen 5th Ward,statewide,Joseph A. Jaumann,R,292,32.12%
Aldermen 5th Ward,statewide,Joan P. Radin,PC,162,17.82%
Police Commissioners,statewide,Joe Annunziata,D,2477,33.14%
Police Commissioners,statewide,Anthony E. Legnani,D,2356,31.52%
Police Commissioners,statewide,Paul Eshoo,R,2641,35.34%
Board of Finance,statewide,John Psenicnik,KCP,211,3.71%
Board of Finance,statewide,Gerald Papoosha,KCP,209,3.68%
Board of Finance,statewide,Neal Garber,KCP,219,3.85%
Board of Finance,statewide,Annie K. Stirna,D,1000,17.59%
Board of Finance,statewide,Gwenne Celmer,D,1049,18.45%
Board of Finance,statewide,Matthew Young,R,1153,20.28%
Board of Finance,statewide,David Hudson,R,915,16.09%
Board of Finance,statewide,Jason Weinstein,R,930,16.36%
Board of Finance,statewide,Wes Marsh,D,2051,33.82%
Board of Finance,statewide,Erin Badillo,D,2046,33.74%
Board of Finance,statewide,Douglas M. Jendras,R,1967,32.44%
Board of Finance Full Term,statewide,Daniel Charest,D,1201,45.79%
Board of Finance Full Term,statewide,Bernard J. Witte,R,1422,54.21%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Mohammed R. Karim,D,3743,100.00%
Board of Education,statewide,Mary Welander,D,2029,14.71%
Board of Education,statewide,"Charles Flynn, IV",D,2041,14.79%
Board of Education,statewide,Frank Renaldi,D,1959,14.20%
Board of Education,statewide,Kimberley M. Browe,R,2698,19.55%
Board of Education,statewide,Christian Young,R,2511,18.20%
Board of Education,statewide,Jeffrey Cap,R,2560,18.55%
Board of Education,statewide,Christin Kimball,D,1375,9.97%
Board of Education,statewide,William M. Miller,R,2351,17.05%
Board of Education,statewide,Melissa Cole,R,2547,18.47%
Board of Education,statewide,Shelley J. Lacey-Castelot,R,2571,18.65%
Board of Education,statewide,Stephen M. Kozek,R,2559,18.56%
Board of Education,statewide,Victor Tomporowski,R,2385,17.30%
Board of Finance,statewide,Briana J. Brumaghim,D,802,16.56%
Board of Finance,statewide,William Kremmel,D,634,13.09%
Board of Finance,statewide,Ana Legassey,R,1717,35.46%
Board of Finance,statewide,James Kilduff,R,1689,34.88%
Councilman Area 4,statewide,"Bob Williams, Jr.",WE,145,6.19%
Councilman Area 4,statewide,Darius Riddle,D,1019,43.53%
Councilman Area 4,statewide,"Bob Williams, Jr.",R,1177,50.28%
Planning and Zoning Commission Alternate,statewide,Henry Bowers,D,254,100.00%
Board of Education Full Term,statewide,Carrie Blackmar,D,1076,24.07%
Board of Education Full Term,statewide,Lauren Konicki,D,1191,26.64%
Board of Education Full Term,statewide,Marieanne Viens,D,1149,25.70%
Board of Education Full Term,statewide,James W. Purdon III,R,1054,23.58%
Planning and Zoning Commission Full Four Year Term,statewide,Charles Robbins,D,2967,17.23%
Planning and Zoning Commission Full Four Year Term,statewide,Joe Dowdell,D,2931,17.02%
Planning and Zoning Commission Full Four Year Term,statewide,Joe Fossi,D,3303,19.18%
Planning and Zoning Commission Full Four Year Term,statewide,Stephen Cole,R,2527,14.67%
Planning and Zoning Commission Full Four Year Term,statewide,George Hanlon,R,2595,15.07%
Planning and Zoning Commission Full Four Year Term,statewide,Rebecca Mucchetti,R,2698,15.67%
Planning and Zoning Commission Full Four Year Term,statewide,Robert D. Cousins,WI,200,1.16%
First Selectman,statewide,George A. Crouse,D,1830,38.40%
First Selectman,statewide,Rob Simmons,R,2936,61.60%
Board of Education Full Term,statewide,Shirley J. Banic,D,1412,10.34%
Board of Education Full Term,statewide,Stephen A. Palmer,D,1311,9.60%
Board of Education Full Term,statewide,Paul M. Sousa,D,1557,11.40%
Board of Education Full Term,statewide,Marilyn Teitelbaum,D,1321,9.67%
Board of Education Full Term,statewide,Jordan Scott Lamberson,D,1410,10.33%
Board of Education Full Term,statewide,Mike Camilleri,R,1862,13.64%
Board of Education Full Term,statewide,Jeffrey Matrullo,R,1471,10.77%
Board of Education Full Term,statewide,Lindsey Merli,R,1574,11.53%
Board of Education Full Term,statewide,Celina Kelleher,R,1737,12.72%
Board of Assessment Appeals,statewide,"Raymond Wishart, Jr.",D,774,34.35%
Board of Assessment Appeals,statewide,Peter B. Mann,R,772,34.27%
Board of Assessment Appeals,statewide,Nicholas Gardner,R,707,31.38%
Aldermen 6th Ward,statewide,Joshua A. Shuart,R,591,49.05%
Aldermen 6th Ward,statewide,Kevin C. O'Brien,R,614,50.95%
Board of Assessment Appeals,statewide,Matt Stillman,D,1026,50.05%
Board of Assessment Appeals,statewide,Julie A. Phelps,R,1024,49.95%
Board of Finance To Fill Vacancy for Two Years,statewide,Regina Wexler,D,1281,74.65%
Board of Finance To Fill Vacancy for Two Years,statewide,Troy F. LaMere,PC,435,25.35%
Town Planning and Zoning Commission,statewide,Michael J. Sodins,D,1767,18.91%
Town Planning and Zoning Commission,statewide,Michael S. Muttitt,D,1857,19.87%
Town Planning and Zoning Commission,statewide,Kevin G. Cornell,R,2876,30.78%
Town Planning and Zoning Commission,statewide,Ozzie Parente,R,2844,30.44%
Board of Assessment Appeals,statewide,Martin I. Wing,R,2588,100.00%
Councilman At Large,statewide,Lenny Rich,WE,333,2.16%
Councilman At Large,statewide,Manny Santos,WE,404,2.62%
Councilman At Large,statewide,David D. Lowell,D,3984,25.87%
Councilman At Large,statewide,Bruce A. Fontanella,D,4154,26.97%
Councilman At Large,statewide,Lenny Rich,R,3127,20.30%
Councilman At Large,statewide,Manny Santos,R,3400,22.08%
Planning and Zoning Commission To Fill Vacancy for Two Years,statewide,Charles Robbins,D,2455,51.67%
Planning and Zoning Commission To Fill Vacancy for Two Years,statewide,Bob Cascella,R,2296,48.33%
Planning Commission Full Term,statewide,Cindy Davis,D,2630,21.63%
Planning Commission Full Term,statewide,Julie Learson,D,2729,22.44%
Planning Commission Full Term,statewide,Joseph Davis,R,3069,25.24%
Planning Commission Full Term,statewide,Joseph Girardot,R,2916,23.98%
Planning Commission Full Term,statewide,Timothy J. Harkin,PC,815,6.70%
Board of Education Full Term,statewide,Ingrid Green,D,986,10.32%
Board of Education Full Term,statewide,Richard J. Foote,D,1270,13.29%
Board of Education Full Term,statewide,Jeannette C. Brodeur,D,975,10.21%
Board of Education Full Term,statewide,Melissa M. Coan-Kremmel,D,1076,11.26%
Board of Education Full Term,statewide,Melissa Johnson,R,1849,19.35%
Board of Education Full Term,statewide,Josiah Elsaghir,R,1614,16.89%
Board of Education Full Term,statewide,Dawn Brenner,R,1784,18.67%
Zoning Board of Appeals,statewide,Peter Reardon,R,293,100.00%
Board of Education To Fill Vacancy for Two Years,statewide,Jill Zangerl,D,1087,100.00%
Board of Finance Alternates,statewide,Cheryl D. Reedy,D,2320,27.73%
Board of Finance Alternates,statewide,Josh Flores,D,1753,20.96%
Board of Finance Alternates,statewide,Brian B. Shea,R,2212,26.44%
Board of Finance Alternates,statewide,Richard A. Salem,R,2080,24.87%
Nonpartisan Board of Education,statewide,Kari M. Sassu,NonP,2695,25.43%
Nonpartisan Board of Education,statewide,Richard M. Aroian,NonP,2593,24.47%
Nonpartisan Board of Education,statewide,Frederick S. Morley Jr.,NonP,2557,24.13%
Nonpartisan Board of Education,statewide,Timothy J. Oakes,NonP,2752,25.97%
Mayor,statewide,Salvatore R. Maltese,D,3552,49.27%
Mayor,statewide,"Joseph Maturo, Jr.",R,3657,50.73%
Board of Education To Fill Vacancy for Two Years,statewide,Laurie Cantwell,D,2066,100.00%
Planning & Zoning Commission,statewide,"Raymond Wishart, Jr.",D,717,31.05%
Planning & Zoning Commission,statewide,Beverly Champany,D,939,40.67%
Planning & Zoning Commission,statewide,Michael Gerrity,R,653,28.28%
Aldermen 7th Ward,statewide,David A. Knapp,D,341,18.26%
Aldermen 7th Ward,statewide,Fred T. Williams,D,252,13.50%
