office,town,candidate,party,votes,vote_percent
Board of Education Full Term,statewide,Cassidy R Martin,R,260,21.83%
Board of Finance,statewide,Michael D Parker,R,1445,50.81%
Board of Finance,statewide,Joseph R Tolisano,R,1399,49.19%
Board of Education,statewide,Ty Lamb,D,1567,9.27%
Board of Education,statewide,Joanne Kelley,D,1467,8.68%
Board of Education,statewide,Mary Harris,D,1503,8.90%
Board of Education,statewide,Jennifer Reguin,D,1428,8.45%
Board of Education,statewide,Alex Rode,D,1534,9.08%
Board of Education,statewide,Danya Hill,D,1403,8.30%
Board of Education,statewide,Laurel Wiers,R,1360,8.05%
Board of Education,statewide,Mike Brawner,R,1293,7.65%
Board of Education,statewide,Brandon Graber,R,1321,7.82%
Board of Education,statewide,Sarah Treaster,R,1365,8.08%
Board of Education,statewide,Anthony Favry,R,1371,8.11%
Board of Education,statewide,Steve Munger,R,1284,7.60%
Town Clerk,statewide,Karen G. Troiano,D,1904,58.32%
Town Clerk,statewide,Melissa Augusto,R,1361,41.68%
Board of Education,statewide,Paul Wisniewski,D,1668,18.68%
Board of Education,statewide,Edie DeSimone,D,1771,19.84%
Board of Education,statewide,Matt Engelhardt,D,1859,20.82%
Board of Education,statewide,Kenneth Barber,D,1907,21.36%
Board of Education,statewide,Augie Arndt,R,1722,19.29%
Town Treasurer,statewide,Barbara Labriola,R,2274,100.00%
Town Clerk,statewide,Kathy Dunai,D,2636,100.00%
Board of Education to Fill Vacancy for Two Years,statewide,Matthew Shulman,D,2639,64.21%
Board of Education to Fill Vacancy for Two Years,statewide,John Scott,R,1471,35.79%
Board of Finance Full Term,statewide,Michael Jordan,D,844,30.38%
Board of Finance Full Term,statewide,Roger Labrecque,D,782,28.15%
Board of Finance Full Term,statewide,Steve Cline,R,601,21.63%
Board of Finance Full Term,statewide,John Chillock,R,551,19.83%
Board of Finance Full Term,statewide,Lisa Heavner,D,4885,44.25%
Board of Finance Full Term,statewide,Angel Goldman,R,2994,27.12%
Board of Finance Full Term,statewide,Art Wallace,R,3160,28.63%
Town Clerk,statewide,Kathleen Klinck,D,1608,50.65%
Town Clerk,statewide,Keira Thompson,R,1567,49.35%
Town Clerk,statewide,Shari Smith,D,235,48.76%
Town Clerk,statewide,Shari Smith,R,247,51.24%
Town Treasurer,statewide,*,D,0,0.00%
Town Treasurer,statewide,Martha L. Burgess,R,256,100.00%
Board of Finance,statewide,Paula McDowell,D,822,22.32%
Board of Finance,statewide,Justine Spielman,D,924,25.10%
Board of Finance,statewide,Harold Nelson,R,985,26.75%
Board of Finance,statewide,Mike Ninteau,R,951,25.83%
Board of Assessment Appeals,statewide,Anita C. Schofield,D,4938,32.19%
Board of Assessment Appeals,statewide,Rebecca McClanahan,D,4793,31.24%
Board of Assessment Appeals,statewide,Robin Goss,R,2765,18.02%
Board of Assessment Appeals,statewide,Shawn Paradis,R,2846,18.55%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Amy L. Pettinicchi,D,298,17.71%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Sarah Widomski,D,311,18.48%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Arthur Newberg,D,290,17.23%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Sam Pollastro,R,248,14.74%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Rich DiCarlo,R,280,16.64%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Judy Szewczyk,R,256,15.21%
Alderman Ward 3,statewide,Patricio Silva,D,134,15.21%
Alderman Ward 3,statewide,"Thomas Finnucan, Sr.",D,163,18.50%
Alderman Ward 3,statewide,Joseph Cassetti,R,295,33.48%
Alderman Ward 3,statewide,"Joseph Jeanette, Jr.",R,289,32.80%
Board of Finance,statewide,Bill Giglio,D,555,33.82%
Board of Finance,statewide,Ben Catanzaro,R,1086,66.18%
Town Treasurer,statewide,Wendy P. Manemeit,R,1730,100.00%
Town Council District 3,statewide,Lou Pacelli,D,707,23.95%
Town Council District 3,statewide,Marianne Cesare,D,587,19.88%
Town Council District 3,statewide,Paul Thompson,D,583,19.75%
Town Council District 3,statewide,Bill Richardson,R,356,12.06%
Town Council District 3,statewide,Louis DeSorbo,R,361,12.23%
Town Council District 3,statewide,Carl Ruggiero Sr.,R,358,12.13%
Tax Collector,statewide,Anne L Olszewski,D,936,100.00%
Board of Alderman District 3,statewide,Holly E. Mulrenan,D,1459,21.32%
Board of Alderman District 3,statewide,Paul J. Healy,D,1488,21.75%
Board of Alderman District 3,statewide,Michael S. Casey,R,1404,20.52%
Board of Alderman District 3,statewide,Jeffrey R. Parkin,R,1195,17.47%
Board of Alderman District 3,statewide,Peter Berube,R,1296,18.94%
Board of Finance,statewide,Greg Henry,D,2093,16.18%
Board of Finance,statewide,Nick Hoffman,D,2031,15.70%
Board of Finance,statewide,Karen Foster,D,2069,16.00%
Board of Finance,statewide,Nicholas J. Ellis,R,2039,15.76%
Board of Finance,statewide,William I. Duff,R,2098,16.22%
Board of Finance,statewide,Cynthia Jean McCorkindale,R,1994,15.42%
Board of Finance,statewide,Nicholas J. Ellis,IND,196,1.52%
Board of Finance,statewide,William I. Duff,IND,210,1.62%
Board of Finance,statewide,Cynthia Jean McCorkindale,IND,204,1.58%
Treasurer,statewide,Shagufta Zahid,D,1729,40.82%
Treasurer,statewide,Adam Bronko,R,2507,59.18%
Board of Alder Ward 2,statewide,Frank E Douglass,D,244,100.00%
Tax Collector,statewide,Jennifer A. Woodward,D,367,39.72%
Tax Collector,statewide,Jennifer A. Woodward,R,557,60.28%
Planning & Zoning Commission Full Five Year Term Begins 2023,statewide,Alex McNaughton,D,150,62.24%
Planning & Zoning Commission Full Five Year Term Begins 2023,statewide,Alex McNaughton,R,91,37.76%
Town Treasurer,statewide,John Lucas,D,2811,54.34%
Town Treasurer,statewide,Robert Guarino,R,2362,45.66%
Board of Finance To Fill Vacancy for Two Years,statewide,Katie Kenney,D,1670,50.58%
Board of Finance To Fill Vacancy for Two Years,statewide,Bill Canny,R,1632,49.42%
Councilman 3rd District,statewide,Don Walsh,R,1131,100.00%
Town Treasurer,statewide,Richard Bramley,D,473,77.04%
Town Treasurer,statewide,Nicholas Daifotis,R,141,22.96%
Councilmen at Large,statewide,Gary Simone,D,6849,7.41%
Councilmen at Large,statewide,Barry W. Rickert,D,6780,7.34%
Councilmen at Large,statewide,Rachael J. Austin,D,6623,7.17%
Councilmen at Large,statewide,Shaun M. Ratchford,D,7107,7.69%
Councilmen at Large,statewide,Diane M. LaPine,D,7004,7.58%
Councilmen at Large,statewide,Jorge M. Sousa,D,6586,7.13%
Councilmen at Large,statewide,Ryan Hawley,D,6577,7.12%
Councilmen at Large,statewide,Ryan Hawley,D,0,0.00%
Councilmen at Large,statewide,Michael J. Coelho,R,6627,7.17%
Councilmen at Large,statewide,John J. Esposito III,R,6265,6.78%
Councilmen at Large,statewide,Michael McGetrick,R,6388,6.92%
Councilmen at Large,statewide,Joseph Putnam,R,5813,6.29%
Councilmen at Large,statewide,Warren M. Levy,R,6215,6.73%
Councilmen at Large,statewide,Emile G. Buzaid Jr.,R,6691,7.24%
Councilmen at Large,statewide,Michael J. Esposito,R,6152,6.66%
Councilmen at Large,statewide,Shaun M. Ratchford,WF,388,0.42%
Councilmen at Large,statewide,Ryan Hawley,WF,303,0.33%
Tax Collector,statewide,Teresa Collins,D,564,100.00%
Board of Assessment Appeals,statewide,Stuart Topliff,D,2018,40.13%
Board of Assessment Appeals,statewide,Paul C. Argazzi,R,3011,59.87%
Town Treasurer,statewide,Matthew Sweet,R,784,100.00%
Town Treasurer,statewide,Elisa Rodriguez,D,1481,30.03%
Town Treasurer,statewide,Donald Clark,R,3451,69.97%
Board of Assessment Appeals,statewide,Payton Turpin,D,486,32.55%
Board of Assessment Appeals,statewide,Terrence Ferrarotti,R,1007,67.45%
Board of Finance,statewide,Sam Olmstead,D,1595,27.20%
Board of Finance,statewide,Matt Dyer,D,1524,25.99%
Board of Finance,statewide,Stephan Krucker,R,1310,22.34%
Board of Finance,statewide,Matthew Tobin,R,1434,24.46%
Town Plan & Zoning Commission Four Year Term,statewide,Leon D. Peters,D,2637,28.97%
Town Plan & Zoning Commission Four Year Term,statewide,Byron R. Lester,D,2819,30.96%
Town Plan & Zoning Commission Four Year Term,statewide,Jennifer A. Marshall-Nealy,D,2864,31.46%
Town Plan & Zoning Commission Four Year Term,statewide,Dwight H. Bolton,R,784,8.61%
Councilman Area 3,statewide,Michael Zakrzewski,WE,44,1.76%
Councilman Area 3,statewide,Krystle Blake,D,1214,48.52%
Councilman Area 3,statewide,Michael Zakrzewski,R,1198,47.88%
Councilman Area 3,statewide,Michael Joseph Zakrzewski,IND,46,1.84%
Board of Finance Full Term,statewide,Joseph J. Drauss,D,1069,37.72%
Board of Finance Full Term,statewide,Vincent F. Cipriano,R,1765,62.28%
Tax Collector,statewide,Thomas P. Hurley,R,3595,100.00%
Town Treasurer,statewide,Brenda Lee Martin,R,1538,100.00%
Board of Finance Alternate,statewide,Genevieve F. Ard,D,1202,15.09%
Board of Finance Alternate,statewide,Michael A. Flynn,D,1296,16.28%
Board of Finance Alternate,statewide,Tracy Rappa,D,1482,18.61%
Board of Finance Alternate,statewide,Thomas N. Schutte,R,1999,25.10%
Board of Finance Alternate,statewide,Scott Lazurek,R,1984,24.92%
Council Member District 2,statewide,Liza Salgado-Sirko,D,1699,21.16%
Council Member District 2,statewide,"Morris ""Rippy"" Patton IV",D,1633,20.33%
Council Member District 2,statewide,Jacqueline Olsen,R,2294,28.56%
Council Member District 2,statewide,Susan Tyler,R,2405,29.95%
Board of Aldermen Second Ward,statewide,Kevin W. Kosty,D,1336,24.60%
Board of Aldermen Second Ward,statewide,Bryan J. Lizotte,D,1346,24.79%
Board of Aldermen Second Ward,statewide,Eric J. McPherson,R,1399,25.76%
Board of Aldermen Second Ward,statewide,"Benjamin W. Perry, Jr.",R,1349,24.84%
Town Council District 4,statewide,Rene M Gibson,D,270,67.16%
Town Council District 4,statewide,Edward J Scinto,R,132,32.84%
Board of Assessment Appeals,statewide,Bridget Garrity,D,246,100.00%
Board of Assessment Appeals,statewide,Eric F Cook,R,0,0.00%
Board of Assessment Appeals,statewide,Bridget Garrity,R,0,0.00%
Alderperson Ward 2,statewide,Lori McAdam,D,644,26.77%
Alderperson Ward 2,statewide,Wilma Barbosa-Holley,D,627,26.06%
Alderperson Ward 2,statewide,Lukasz Rulka,R,538,22.36%
Alderperson Ward 2,statewide,Jerrell Hargraves,R,597,24.81%
Town Treasurer,statewide,Terry R. Friedman,D,1819,45.51%
Town Treasurer,statewide,Terry R. Friedman,R,2178,54.49%
Legislative Council District 2,statewide,Eric Paradis,D,1251,16.66%
Legislative Council District 2,statewide,Jordana Bloom,D,1308,17.42%
Legislative Council District 2,statewide,Keith Alexander,D,1277,17.01%
Legislative Council District 2,statewide,Matthew F. Mihalcik,R,1220,16.25%
Legislative Council District 2,statewide,Bryan Atherton,R,1194,15.91%
Legislative Council District 2,statewide,Jennifer Nicoletti,R,1257,16.74%
Tax Collector,statewide,C. Eric Murillo,D,5819,61.77%
Tax Collector,statewide,Justin Pratt,R,3601,38.23%
Tax Collector,statewide,Jennifer Jacquier,R,824,100.00%
Board of Education,statewide,Lucia Philipp,D,693,32.97%
Board of Education,statewide,Barrett Prinz,D,651,30.97%
Board of Education,statewide,Peter Becket,R,228,10.85%
Board of Education,statewide,Stanley T. Morby II,R,175,8.33%
Board of Education,statewide,David Neil Valcin,PC,355,16.89%
Tax Collector,statewide,Donna Christensen,D,456,75.25%
Tax Collector,statewide,Donna Christensen,R,150,24.75%
Town Treasurer,statewide,Richard J Connell Jr,D,603,49.88%
Town Treasurer,statewide,Andrea Maloney,R,606,50.12%
Board of Finance,statewide,Michael Madow,D,895,52.71%
Board of Finance,statewide,Adam J.  Silverman,D,803,47.29%
Board of Education,statewide,Gary Eucalitto,D,1799,15.85%
Board of Education,statewide,Fiona Cappabianca,D,1707,15.04%
Board of Education,statewide,Kristen Conway,D,1817,16.01%
Board of Education,statewide,Bill Knight,R,1951,17.19%
Board of Education,statewide,Glenn Burger,R,2188,19.28%
Board of Education,statewide,Patrick J. Cronin,R,1889,16.64%
Tax Collector,statewide,Donna W. Alex,R,747,100.00%
Tax Collector,statewide,Charles R. Epstein,D,1758,45.15%
Tax Collector,statewide,Brian Stermer,R,2136,54.85%
Board of Finance To Fill Vacancy for Two Years,statewide,Jeff Clark,D,1123,100.00%
Board of Finance Alternate To Fill Vacancy for Two Years,statewide,Christina Cresenzi,D,1249,55.41%
Board of Finance Alternate To Fill Vacancy for Two Years,statewide,Thomas Rondeau,R,1005,44.59%
Board of Assessment Appeals,statewide,Paul Hopkins,D,5270,28.07%
Board of Assessment Appeals,statewide,Terence Sexton,D,5074,27.03%
Board of Assessment Appeals,statewide,Jeff Bodeau,R,4267,22.73%
Board of Assessment Appeals,statewide,Douglas Smith,R,4164,22.18%
Board of Finance,statewide,Nicole A. Bernabo,D,193,39.55%
Board of Finance,statewide,Laura B. Irwin,R,295,60.45%
Board of Assessment Appeals,statewide,Andrew Ugalde,D,1462,100.00%
Town Council District 2,statewide,Cory Lagasse,D,944,19.89%
Town Council District 2,statewide,Rachel Wisler,R,1859,39.17%
Town Council District 2,statewide,Donald Charette,R,1943,40.94%
Board of Education,statewide,James Rackliffe,D,3550,17.49%
Board of Education,statewide,Beth Kintner,D,3597,17.73%
Board of Education,statewide,Erika Nowakowski,D,3553,17.51%
Board of Education,statewide,Nicole Morin,R,3242,15.98%
Board of Education,statewide,Angela Cianci,R,3301,16.27%
Board of Education,statewide,Suraj Kurtakoti,R,3050,15.03%
Fire Commissioner,statewide,"Brian ""Bubba"" Whalen",D,4231,55.92%
Fire Commissioner,statewide,Eric Giansanti,R,3335,44.08%
Board of Education Full Term,statewide,Laurel Steinhauser,D,1450,24.18%
Board of Education Full Term,statewide,Sarah Spear,D,1376,22.94%
Board of Education Full Term,statewide,Meg Scata,D,1558,25.98%
Board of Education Full Term,statewide,Karen R. Renner,R,240,4.00%
Board of Education Full Term,statewide,Angela J. Hammond,R,1373,22.89%
Board of Finance Full Term,statewide,Dan Charest,D,962,45.72%
Board of Finance Full Term,statewide,Bernard Witte,R,1142,54.28%
Board of Finance Alternates,statewide,Steven Giacomi,R,3792,100.00%
Planning and Zoning Commission,statewide,William Knoegel,D,5141,17.45%
Planning and Zoning Commission,statewide,Katrina Caird,D,5518,18.73%
Planning and Zoning Commission,statewide,Caleb Cowles,D,5961,20.23%
Planning and Zoning Commission,statewide,Todd Chaplinsky,R,6596,22.38%
Planning and Zoning Commission,statewide,Robert Britton,R,6251,21.21%
Board of Education,statewide,Paul Macchi,D,3145,9.17%
Board of Education,statewide,Mitchell Marks,D,2914,8.49%
Board of Education,statewide,Genevieve M. Coursey,D,2935,8.55%
Board of Education,statewide,Craig Zimmerman,D,3631,10.58%
Board of Education,statewide,Mike A. Pare,D,2881,8.40%
Board of Education,statewide,Elena Poma,R,3038,8.85%
Board of Education,statewide,Kenna Kimber,R,3190,9.30%
Board of Education,statewide,Lisa M. Maneeley,R,3696,10.77%
Board of Education,statewide,Dipali Kalia,R,3094,9.02%
Board of Education,statewide,Beth Esstman,R,3594,10.47%
Board of Education,statewide,Andre Woodson Sr.,D,6340,23.27%
Board of Education,statewide,Tehiba Williams-Bain,D,6133,22.51%
Board of Education,statewide,David Gelin,R,1591,5.84%
Board of Education,statewide,Albert Benejan,WF,711,2.61%
Board of Education,statewide,Joann Kennedy,WF,1395,5.12%
Board of Education,statewide,Albert Benejan,IND,3117,11.44%
Board of Education,statewide,Nicole Christine Nelson,IND,3735,13.71%
Board of Education,statewide,Willie Medina,IND,4226,15.51%
Board of Education to Fill Vacancy for Two Years,statewide,Jason Gagnon,D,9952,100.00%
Constables,statewide,Aubrey English,D,932,20.71%
Constables,statewide,Nigel Plummer,D,780,17.33%
Constables,statewide,Griff Travaglin,R,1457,32.37%
Constables,statewide,Keith Tracy,R,1332,29.59%
Board of Finance,statewide,John Mitola,D,9317,26.92%
Board of Finance,statewide,Kevin Starke,D,8933,25.81%
Board of Finance,statewide,Amy Ruggiero,R,8261,23.87%
Board of Finance,statewide,Jim Meyers,R,8103,23.41%
Town Treasurer,statewide,Amy B. Gardner,R,448,100.00%
Tax Collector,statewide,Joe Huley,D,7809,41.16%
Tax Collector,statewide,Heather Smeriglio,R,10527,55.48%
Tax Collector,statewide,Heather Smeriglio,IND,637,3.36%
Constables,statewide,Radames V Vazquez,D,4011,24.93%
Constables,statewide,Mamie May Bell,D,4061,25.25%
Constables,statewide,Ronnie Walker,D,4015,24.96%
Constables,statewide,Ellen S Nurse,D,3999,24.86%
Town Treasurer,statewide,Nick Kapoor,D,2401,43.43%
Town Treasurer,statewide,Frank Dutches,R,3127,56.57%
Town Treasurer,statewide,W. Wesley Higgins,D,977,68.18%
Town Treasurer,statewide,W. Wesley Higgins,R,456,31.82%
Town Treasurer,statewide,Molly McGeehin,D,4485,100.00%
Board of Representatives To Fill Vacancy for Two Years District 5,statewide,Dakary Watkins,D,271,100.00%
Board of Finance To Fill Vacancy for Two Years,statewide,Christopher Bryant,D,1876,57.94%
Board of Finance To Fill Vacancy for Two Years,statewide,Theresa Brasco,R,1362,42.06%
Planning & Zoning Commission,statewide,"Joseph Strickland, Jr.",CFW,1629,8.34%
Planning & Zoning Commission,statewide,Paul Lebowitz,D,5907,30.25%
Planning & Zoning Commission,statewide,Amie Tesler,R,3052,15.63%
Planning & Zoning Commission,statewide,Patrizia Zucaro,R,2980,15.26%
Planning & Zoning Commission,statewide,Michael Calise,R,3203,16.40%
Planning & Zoning Commission,statewide,John Bolton,R,2758,14.12%
Board of Education Full Term,statewide,Patrick Pearson,D,2561,19.87%
Board of Education Full Term,statewide,Ruth DeLuca,D,2724,21.13%
Board of Education Full Term,statewide,Mark Shaner,R,2499,19.39%
Board of Education Full Term,statewide,Lori Bufano,R,2727,21.16%
Board of Education Full Term,statewide,Annie Chochos,R,2379,18.46%
Board of Assessment Appeals,statewide,Kathy Alexander,D,2406,25.61%
Board of Assessment Appeals,statewide,Zach van Luling,D,2050,21.82%
Board of Assessment Appeals,statewide,Guy Drapeau,R,2478,26.38%
Board of Assessment Appeals,statewide,Marti Stiglich,R,2459,26.18%
Town Treasurer,statewide,Andrew Brooks,R,4582,100.00%
Town Clerk,statewide,Richard A. McQuaid,D,8595,59.44%
Town Clerk,statewide,Richard A. McQuaid,R,5864,40.56%
Board of Finance,statewide,Jeremiah Bickford,D,387,50.39%
Board of Finance,statewide,Myron Kwast,D,381,49.61%
Library Trustees,statewide,Rebecca Ireland,D,2011,52.56%
Library Trustees,statewide,Dan Ciesielski,R,1815,47.44%
Town Treasurer,statewide,Jerry A. Federovich,D,643,33.77%
Town Treasurer,statewide,David C. Mischke,R,1261,66.23%
Board of Finance,statewide,Brian Briggs,D,495,23.67%
Board of Finance,statewide,Louise Goodwin,D,521,24.92%
Board of Finance,statewide,William Desrosiers,R,556,26.59%
Board of Finance,statewide,Kelly Wood,R,519,24.82%
City Sheriff,statewide,Stephen M. Conway,D,7107,58.94%
City Sheriff,statewide,Montel Watson,R,4952,41.06%
Tax Collector,statewide,Jamie A. Monckton,D,1255,47.77%
Tax Collector,statewide,Jamie A. Monckton,R,1372,52.23%
Town Treasurer,statewide,Thomas F. Hughes Jr.,D,1279,46.01%
Town Treasurer,statewide,Christine Calvert,R,1501,53.99%
Town Treasurer,statewide,Kurt Schwanfelder,D,3441,50.68%
Town Treasurer,statewide,Deborah Conklin,R,3348,49.32%
Councilman District 1,statewide,Sean T. Cardwell,D,667,55.68%
Councilman District 1,statewide,Debra L. Rigney,R,531,44.32%
Town Treasurer,statewide,Nancy Spagnolo,D,1098,48.89%
Town Treasurer,statewide,Lisa Gaw,R,1148,51.11%
Tax Collector,statewide,Peter F. Juszczynski,D,906,38.26%
Tax Collector,statewide,Peter F. Juszczynski,R,1462,61.74%
Tax Collector,statewide,Nancy E. McGavic,R,4968,100.00%
Board of Finance,statewide,David C. Robinson,R,204,52.71%
Board of Finance,statewide,Gerald Frisbie,R,183,47.29%
Board of Finance,statewide,Fran Goodsell,D,828,43.37%
Board of Finance,statewide,Charles I Cogut,D,684,35.83%
Board of Finance,statewide,Lynn A Harrington,R,397,20.80%
Board of Assessment Appeals,statewide,Nancy Fyfield,D,175,59.93%
Board of Assessment Appeals,statewide,Nancy Fyfield,R,117,40.07%
Board of Finance,statewide,Paul Timpanelli,D,5668,17.92%
Board of Finance,statewide,David Galla,D,5514,17.44%
Board of Finance,statewide,Tim Cantafio,D,4886,15.45%
Board of Finance,statewide,Mark Block,R,5080,16.06%
Board of Finance,statewide,Christopher DeCruze,R,4928,15.58%
Board of Finance,statewide,Rosemary Seaman,R,5547,17.54%
Town Treasurer,statewide,Joan Hendrickson,R,2236,100.00%
Board of Assessment Appeals,statewide,Jeffrey Ginzberg,D,1917,59.20%
Board of Assessment Appeals,statewide,Annitta L. Ingraham,R,1321,40.80%
Board of Education Full Term,statewide,Rebecca Betancourt,D,3245,29.13%
Board of Education Full Term,statewide,Marilyn Pet,D,3164,28.40%
Board of Education Full Term,statewide,Joelle A. Murchison,D,3123,28.03%
Board of Education Full Term,statewide,Chris Tierinni,R,1609,14.44%
Constables,statewide,Warren Packer,D,5153,15.12%
Constables,statewide,Colin O'Neill,D,5246,15.39%
Constables,statewide,Harun Ahmed,D,5030,14.76%
Constables,statewide,Ed Slegeski,D,5132,15.06%
Constables,statewide,Kevin Hood,R,3296,9.67%
Constables,statewide,Salvatore Mancini,R,3391,9.95%
Constables,statewide,Donald Palmer,R,3291,9.65%
Constables,statewide,Ed Boland,R,3548,10.41%
Board of Assessment Appeals Full Term,statewide,Barbara Vaughan,D,1775,41.97%
Board of Assessment Appeals Full Term,statewide,Shannon Hirsch Sion,D,1774,41.95%
Board of Assessment Appeals Full Term,statewide,Doryann Plante,R,680,16.08%
Board of Finance,statewide,Frederick M Chmura,D,996,44.64%
Board of Finance,statewide,Michele Woz,R,1235,55.36%
Town Council At Large,statewide,Randall Prose,D,1073,16.35%
Town Council At Large,statewide,Dawn Niles,D,1368,20.85%
Town Council At Large,statewide,William J. Sayers Jr,D,1216,18.53%
Town Council At Large,statewide,Ernie Eldridge,R,971,14.80%
Town Council At Large,statewide,Steven Edelman,R,744,11.34%
Town Council At Large,statewide,Cedric Lindsey,R,647,9.86%
Town Council At Large,statewide,Susan Hunter,G,543,8.27%
Board of Education Full Term,statewide,Michel R. Leask,D,356,35.71%
Board of Education Full Term,statewide,Lindsey M. LaFlash,D,333,33.40%
Board of Education Full Term,statewide,Jonathan Gilman,R,268,26.88%
Board of Education Full Term,statewide,Thomas Finn,WI,12,1.20%
Board of Education Full Term,statewide,Trisha Spinelli,WI,28,2.81%
Board of Finance Full Term,statewide,James Marshall,D,731,23.95%
Board of Finance Full Term,statewide,Joseph Sherrell,D,659,21.59%
Board of Finance Full Term,statewide,Walter Parsell,R,868,28.44%
Board of Finance Full Term,statewide,Bruce Lawler,R,794,26.02%
Tax Collector,statewide,Kimberly Bratz,R,1198,100.00%
Board of Finance Alternate,statewide,*,D,0,0.00%
Board of Finance Alternate,statewide,*,R,0,0.00%
Board of Finance Alternate,statewide,Jeanette M. Kildea,PC,220,100.00%
Town Treasurer,statewide,Christopher Komuves,D,231,48.53%
Town Treasurer,statewide,Diana F. Alvarez,R,245,51.47%
Board of Assessment Appeals Alternate,statewide,Brian A Manware,R,1974,100.00%
Town Treasurer,statewide,Sean Gillespie,D,3027,56.91%
Town Treasurer,statewide,John Ringo,R,2292,43.09%
Board of Education Full Two Year Term,statewide,Kristiana Wintress,D,2897,26.30%
Board of Education Full Two Year Term,statewide,Karen Colt,D,2803,25.45%
Board of Education Full Two Year Term,statewide,Carmen Melaragno,R,2629,23.87%
Board of Education Full Two Year Term,statewide,Anthony F. Bedlack,R,2685,24.38%
Zoning Board of Appeals,statewide,Sydney Seale,D,1687,12.31%
Zoning Board of Appeals,statewide,William Zenko,D,1774,12.94%
Zoning Board of Appeals,statewide,Cheryl Ann Resha,D,1708,12.46%
Zoning Board of Appeals,statewide,Caroline Dowd,D,1734,12.65%
Zoning Board of Appeals,statewide,Scott H. Francis,R,1709,12.47%
Zoning Board of Appeals,statewide,John O. Peterson,R,1669,12.18%
Zoning Board of Appeals,statewide,Thomas F. DeLucco,R,1714,12.51%
Zoning Board of Appeals,statewide,Michael D. Gerrity,R,1710,12.48%
Town Treasurer,statewide,Thomas W. Lindner,R,1245,100.00%
Planning and Zoning Commission Full Four Year Term,statewide,Ryan McCann,D,1724,24.55%
Planning and Zoning Commission Full Four Year Term,statewide,Amanda Hickey,D,1713,24.39%
Planning and Zoning Commission Full Four Year Term,statewide,Joseph Matteis,R,1773,25.25%
Planning and Zoning Commission Full Four Year Term,statewide,Erin Stavens,R,1813,25.82%
Tax Collector,statewide,Christine E. Hustus,D,143,44.27%
Tax Collector,statewide,Christine E. Hustus,R,180,55.73%
Board of Assessment Appeals,statewide,Chris Chabot,D,152,44.31%
Board of Assessment Appeals,statewide,Christopher A Wilson,R,191,55.69%
Board of Education,statewide,Esteban Garcia,D,2729,12.54%
Board of Education,statewide,Vivek Purohit,D,2514,11.55%
Board of Education,statewide,Steve Luber,D,2517,11.57%
Board of Education,statewide,Cate Steel,D,3107,14.28%
Board of Education,statewide,Jill Carini,D,3052,14.02%
Board of Education,statewide,Olivia Fairchild,R,2590,11.90%
Board of Education,statewide,Jaime Barr Shelburn,R,2632,12.09%
Board of Education,statewide,Eric Bauman,R,2621,12.04%
Town Treasurer,statewide,Abbas Danesh,R,3195,100.00%
Board of Education,statewide,Liz Nord,D,1846,13.65%
Board of Education,statewide,Rajee Assudani,D,1583,11.71%
Board of Education,statewide,Miriam Underwood,D,1882,13.92%
Board of Education,statewide,Lenora S Williams,D,1926,14.24%
Board of Education,statewide,Jennifer Mullin,D,2026,14.98%
Board of Education,statewide,Michael F Young,R,2052,15.18%
Board of Education,statewide,Kerry Socha,R,2206,16.32%
Councilor District 4,statewide,Kari Monteforte,D,931,49.63%
Councilor District 4,statewide,Bob Hendrickson,R,945,50.37%
Town Treasurer,statewide,JoAnn Lynch,D,164,43.50%
Town Treasurer,statewide,JoAnn Lynch,R,213,56.50%
Tax Collector,statewide,Scott A. Antonson,D,832,42.28%
Tax Collector,statewide,Scott A. Antonson,R,1136,57.72%
Board of Finance,statewide,Deborah Norman,D,3347,22.78%
Board of Finance,statewide,William R. Sternberg,D,3116,21.21%
Board of Finance,statewide,Farrah Garland,D,3052,20.77%
Board of Finance,statewide,John Prue,R,2477,16.86%
Board of Finance,statewide,David A. Brown,R,2700,18.38%
Board of Education,statewide,Marjorie M Russell,D,1065,67.71%
Board of Education,statewide,Nancy S Johnston,R,508,32.29%
Board of Assessment Appeals,statewide,Dean Roussel,R,297,100.00%
Town Treasurer,statewide,Jessie Carboni Barbone,D,526,100.00%
Board of Finance,statewide,Marijean Conrad,D,1422,50.07%
Board of Finance,statewide,Emily Carrow,D,1418,49.93%
Town Treasurer,statewide,Ellen M. Rodriguez,D,355,100.00%
Board of Assessment Appeals,statewide,David Rose,D,1652,100.00%
Council District 1,statewide,Tammy Wakefield,R,255,100.00%
Tax Collector,statewide,Michele Nuhn,D,1131,57.24%
Tax Collector,statewide,Michele Nuhn,R,845,42.76%
Town Treasurer,statewide,Chris Maynard,D,471,100.00%
Board of Finance to Fill Vacancy for Two Years,statewide,Jim Miller,D,680,100.00%
Tax Collector,statewide,Barbara Lazzari,D,864,52.08%
Tax Collector,statewide,Barbara Lazzari,R,795,47.92%
Board of Education to Fill Vacancy for Two Years,statewide,Bonnie Bacon,D,1761,43.14%
Board of Education to Fill Vacancy for Two Years,statewide,Lisa Terry,R,2321,56.86%
